,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE
6200,9747,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,139.2642512,-34.3193375
6201,10019,MSLT,MSLT,OCCURRENCE,Rehabilitated,Low Significance,MSLT,138.9105122,-34.3197625
6202,7603,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,140.395157,-34.3204505
6203,8827,U,U,OCCURRENCE,Not worked,Low Significance,SAND,137.9522894,-34.3214654
6204,8317,"Fe, FEORE, FEST",Fe,DEPOSIT,Not worked,Locally Significant,QMTU,136.0482857,-34.3215944
6205,257,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,MYLN,136.0645747,-34.3220164
6206,9502,QTZE,QTZE,OCCURRENCE,Seasonal,Low Significance,QTZT,135.8688817,-34.3227404
6207,8156,MARB,MARB,OCCURRENCE,Ceased,Low Significance,MARB,136.0266127,-34.3237624
6208,262,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,136.0281967,-34.3314704
6209,4888,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9511672,-34.3320585
6210,4827,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,138.7397803,-34.3347845
6211,10742,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.9496972,-34.3352965
6212,4842,SDST,SDST,OCCURRENCE,Abandoned,Locally Significant,SDST,138.8816482,-34.3354055
6213,11611,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,136.1219577,-34.3356264
6214,4850,QTZE,QTZE,OCCURRENCE,Abandoned,Locally Significant,QTZT,138.8708662,-34.3362555
6215,1626,"CLAY, BAR",CLAY,OCCURRENCE,Abandoned,Low Significance,QBAU,139.1549372,-34.3371765
6216,215,"MAGS, GRPH",MAGS,OCCURRENCE,Abandoned,Low Significance,MGNM,136.0013007,-34.3389984
6217,11055,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.7029583,-34.3392135
6218,7713,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.6209963,-34.3401735
6219,7647,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,140.7132679,-34.4478206
6220,8577,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,140.7191459,-34.4480146
6221,9495,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,135.9150657,-34.3767824
6222,8425,"LMST, MARB",LMST,OCCURRENCE,Not worked,Low Significance,LMST,139.0082562,-34.3773835
6223,7610,GYPS,GYPS,DEPOSIT,Seasonal,Low Significance,GPSM,139.6780621,-34.3775275
6224,1639,PHOS,PHOS,OCCURRENCE,Ceased,Locally Significant,RESI,139.0886692,-34.3775845
6225,1661,"FEORE, FEST",FEORE,PROSPECT,Abandoned,Low Significance,GOSS,139.0419432,-34.4903615
6226,290,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,135.5016768,-34.4909554
6227,8324,FEORE,FEORE,OCCURRENCE,Rehabilitated,Low Significance,IRSU,139.0474732,-34.4913515
6228,9646,HMIN,HMIN,DEPOSIT,Not worked,Locally Significant,SAND,140.7346844,-34.4913815
6229,224,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,GNSS,135.7324707,-34.4914764
6230,320,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,CLYS,135.8066467,-34.4920284
6231,11747,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,140.296055,-34.4929285
6232,1652,MARB,MARB,DEPOSIT,Care/ Maintenance,Locally Significant,MARB,139.0758992,-34.4934555
6233,9865,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.3223798,-34.5186932
6234,239,U,U,OCCURRENCE,Not worked,Low Significance,GNSS,135.9048397,-34.5191064
6235,240,U,U,OCCURRENCE,Not worked,Low Significance,GNSS,135.8839387,-34.5194484
6236,1725,MARB,MARB,DEPOSIT,Seasonal,Low Significance,MARB,139.0391302,-34.5198295
6237,1738,"LMST, MARB",LMST,DEPOSIT,Active Mine,Locally Significant,MARB,139.0410172,-34.5210305
6238,11488,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,140.616654,-34.5210826
6239,305,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,QTZT,135.8294047,-34.5213784
6240,11011,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3599271,-34.5217065
6241,1722,"SHA, CLAY",SHA,OCCURRENCE,Rehabilitated,Low Significance,REGO,139.0466542,-34.5218135
6242,11776,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.271253,-34.5220511
6243,1719,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.0969762,-34.5220675
6244,327,Cu,Cu,OCCURRENCE,Not worked,Low Significance,AMPH,136.2841426,-34.5222084
6245,10729,GYPS,GYPS,OCCURRENCE,Abandoned,Low Significance,GPSM,139.6504271,-34.4332365
6246,4845,Au,Au,OCCURRENCE,Abandoned,Low Significance,GOSS,138.9648022,-34.4339215
6247,222,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,135.8647537,-34.4340964
6248,10731,TALC,TALC,OCCURRENCE,Not worked,Low Significance,MTHH,135.4440778,-34.4342164
6249,9815,DIA,DIA,OCCURRENCE,Not worked,Low Significance,ALLV,139.0505572,-34.4343235
6250,1648,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,139.0410892,-34.4360695
6251,4534,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,138.2639963,-34.4364695
6252,8576,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.3531943,-34.4370825
6253,1647,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,139.0424232,-34.4371725
6254,7726,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.9783122,-34.4377525
6255,6699,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,CALC,140.572126,-34.4382096
6256,9313,"QTZE, CALI",QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,140.8576489,-34.4385606
6257,4532,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.4163493,-34.4390645
6258,5030,"KAO, LMST",KAO,OCCURRENCE,Abandoned,Low Significance,GRIT,135.4659878,-34.4480154
6259,10312,GRNT,GRNT,OCCURRENCE,Abandoned,Low Significance,REGO,136.0635657,-34.4485804
6260,4860,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.9715132,-34.4489095
6261,8753,"Zn, Ag, Pb",Zn,OCCURRENCE,Not worked,Low Significance,MTHH,139.1856012,-34.4489395
6262,7740,GYPS,GYPS,OCCURRENCE,Ceased,Low Significance,GPSM,140.9227139,-34.4499356
6263,4870,QTZE,QTZE,PROSPECT,Abandoned,Low Significance,QTZT,138.9049682,-34.4505965
6264,220,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,135.8618867,-34.4517014
6265,7985,ASBT,ASBT,OCCURRENCE,Not worked,Low Significance,MTHH,139.0723362,-34.4519845
6266,7734,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,138.9797012,-34.4523815
6267,8641,COAL,COAL,DEPOSIT,Not worked,Low Significance,COAL,139.3507552,-34.4525415
6268,9751,"SDST, LMST",SDST,OCCURRENCE,Seasonal,Low Significance,SDST,139.0561032,-34.4526285
6269,8925,SAND,SAND,DEPOSIT,Seasonal,Locally Significant,SAND,137.9729724,-34.2486714
6270,6697,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,140.437115,-34.2490005
6271,8076,"CLAY, CALI, SAND",CLAY,DEPOSIT,Active Mine,Locally Significant,CLYS,138.3827273,-34.4946395
6272,1754,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,IRSU,139.0827872,-34.4947065
6273,1627,MARB,MARB,DEPOSIT,Abandoned,Low Significance,MARB,139.0775902,-34.4961535
6274,1649,"As, Au",As,OCCURRENCE,Not worked,Low Significance,ALLV,139.2466402,-34.4968075
6275,7765,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,139.1414222,-34.2993555
6276,10689,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.8015993,-34.3000035
6277,4837,SGRT,SGRT,OCCURRENCE,Abandoned,Low Significance,GRIT,138.2173283,-34.3015504
6278,4872,MARB,MARB,OCCURRENCE,Abandoned,Low Significance,MARB,138.9315732,-34.3028985
6279,1645,"Ag, Pb",Ag,OCCURRENCE,Not worked,Low Significance,GOSS,139.0993872,-34.3032095
6280,1758,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.1292342,-34.3036425
6281,9047,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,137.5348024,-34.3037644
6282,8626,SAND,SAND,DEPOSIT,Active Mine,Locally Significant,SAND,137.9489614,-34.3039674
6283,1640,"PHOS, FEORE",PHOS,OCCURRENCE,Abandoned,Low Significance,IRSU,139.1562632,-34.3060915
6284,9054,"GRNT, Cu",GRNT,OCCURRENCE,Seasonal,Low Significance,REGO,137.8402734,-34.5510084
6285,7756,SLAT,SLAT,OCCURRENCE,Ceased,Low Significance,SLAT,138.8580402,-34.5511805
6286,7757,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,138.8551522,-34.5515075
6287,8792,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.7127282,-34.5517165
6288,8735,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.8957072,-34.5519865
6289,5150,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,MSOM,137.8831794,-34.5521624
6290,342,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,135.6921317,-34.5524284
6291,1716,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,GOSS,139.2217992,-34.5536825
6292,1718,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,139.0491282,-34.5540975
6293,8733,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.8118072,-34.5546865
6294,1742,MARB,MARB,OCCURRENCE,Seasonal,Low Significance,MARB,139.0543622,-34.5552135
6295,1712,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,139.0141482,-34.5557315
6296,5047,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,137.8826534,-34.5558704
6297,6738,GYPS,GYPS,OCCURRENCE,Abandoned,Low Significance,GPSM,139.8236831,-34.2222845
6298,10743,Au,Au,OCCURRENCE,Not worked,Low Significance,GRVL,138.9026782,-34.2225815
6299,9981,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,140.0810151,-34.2230215
6300,1569,"Pb, Ag",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,139.0940582,-34.2234835
6301,260,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MSED,136.1315917,-34.2257434
6302,8770,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,140.669978,-34.2277046
6303,9711,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,139.3505092,-34.2277925
6304,6761,GRVL,GRVL,OCCURRENCE,Rehabilitated,Low Significance,CGLM,138.7737573,-34.2295665
6305,9904,COAL,COAL,DEPOSIT,Not worked,Locally Significant,LIGN,138.2550553,-34.2303755
6306,8262,SAND,SAND,DEPOSIT,Seasonal,Locally Significant,SAND,140.529078,-34.2308046
6307,7620,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,140.640264,-34.2319776
6308,6766,SHA,SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,138.7504853,-34.2327175
6309,7896,CALI,CALI,DEPOSIT,Seasonal,Locally Significant,CALC,140.624864,-34.2327486
6310,7630,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,140.53345,-34.2493226
6311,8933,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.9243032,-34.2494895
6312,9540,MSLT,MSLT,OCCURRENCE,Rehabilitated,Low Significance,MSLT,139.1126302,-34.2497845
6313,6767,SHA,SHA,OCCURRENCE,Rehabilitated,Low Significance,SHLE,138.7471463,-34.2500745
6314,1644,Mn,Mn,OCCURRENCE,Not worked,Low Significance,GOSS,139.2500362,-34.2501555
6315,9694,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,139.2654002,-34.2501865
6316,7803,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,140.339251,-34.2507665
6317,1779,BAR,BAR,OCCURRENCE,Abandoned,Low Significance,QBAU,139.0668362,-34.2509195
6318,10277,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,SLST,138.6856913,-34.2521575
6319,9762,"SHA, SLAT",SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,138.7469193,-34.2524875
6320,4770,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.6499953,-34.5777505
6321,11008,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3116612,-34.5796555
6322,5005,"CLAY, SHA",CLAY,PROSPECT,Rehabilitated,Low Significance,CLYS,135.8826137,-34.5797864
6323,8850,Zn,Zn,OCCURRENCE,Not worked,Low Significance,VEIN,139.2012382,-34.3082385
6324,9503,"GRPH, MAGS",GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,136.0305077,-34.3084384
6325,11023,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,139.2207982,-34.3084705
6326,4876,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.7579113,-34.3087685
6327,527,"GYPS, SALT",GYPS,DEPOSIT,Abandoned,Locally Significant,GPSM,137.8259233,-35.8211534
6328,518,"Au, AMY, COR, HMIN, SAPP",Au,OCCURRENCE,Abandoned,Low Significance,GRVL,137.2588804,-35.8214274
6329,8632,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,137.9700393,-35.8281304
6330,10477,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,137.7305883,-35.8357064
6331,507,Mo,Mo,OCCURRENCE,Not worked,Low Significance,GRNT,138.1344613,-35.8415805
6332,8111,FEST,FEST,OCCURRENCE,Ceased,Low Significance,IRSU,137.5980834,-35.8420714
6333,8543,FEST,FEST,DEPOSIT,Seasonal,Low Significance,IRSU,137.1564204,-35.8436024
6334,10475,FEST,FEST,OCCURRENCE,Abandoned,Low Significance,FERC,137.5824224,-35.8472764
6335,8566,LMST,LMST,DEPOSIT,Seasonal,Locally Significant,LMST,137.7005533,-35.8541414
6336,10455,FEST,FEST,OCCURRENCE,Not worked,Low Significance,FERC,137.1011614,-35.8556694
6337,10998,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.7560051,-34.6393275
6338,3741,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.8408942,-34.6393395
6339,7773,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,139.1354172,-34.6397825
6340,343,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,GUAN,136.1811756,-34.6409244
6341,3574,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.8410012,-34.6415055
6342,3635,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9006542,-34.6418905
6343,3740,Au,Au,OCCURRENCE,Not worked,Low Significance,ALLV,138.8459482,-34.6421345
6344,11000,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.7713811,-34.6422205
6345,3649,Au,Au,OCCURRENCE,Abandoned,Low Significance,GRVL,138.8377592,-34.6424395
6346,10999,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.7664791,-34.6427615
6347,3648,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.8370672,-34.6438705
6348,1709,"Ag, Au, OCR, Pb",Ag,OCCURRENCE,Abandoned,Low Significance,CASI,139.2227072,-34.6440615
6349,8149,"SDST, GRVL, QTZE, SAND",SDST,OCCURRENCE,Seasonal,Low Significance,QTZT,135.8008087,-34.6443764
6350,7953,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,138.6257473,-34.5718715
6351,3579,"SAND, SHA",SAND,OCCURRENCE,Ceased,Locally Significant,SAND,138.9244902,-34.5720905
6352,1726,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0518812,-34.5732895
6353,7984,"SAND, GRVL",SAND,DEPOSIT,Seasonal,Low Significance,SAND,138.9156312,-34.5732925
6354,11014,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4377341,-34.5733575
6355,228,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,135.6788987,-34.5736954
6356,3618,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.9573532,-34.5737715
6357,9093,Au,Au,OCCURRENCE,Not worked,Low Significance,SLST,139.4769951,-34.5738355
6358,3695,"ASBT, TALC, VERM",ASBT,DEPOSIT,Abandoned,Low Significance,MTHH,138.9037852,-34.5740805
6359,8815,"SAND, SHA, SIS",SAND,DEPOSIT,Rehabilitated,Locally Significant,SAND,138.9196362,-34.5744425
6360,348,SAND,SAND,DEPOSIT,Ceased,Locally Significant,SAND,135.9087237,-34.5745454
6361,11015,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4556281,-34.5752355
6362,309,FEST,FEST,OCCURRENCE,Abandoned,Low Significance,BIFM,136.0326477,-34.3243094
6363,3614,"SAND, SIS",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.9132832,-34.5800135
6364,8372,MHEM,MHEM,PROSPECT,Not worked,Low Significance,VEIN,138.9898062,-34.5800365
6365,7947,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,138.5713363,-34.5802665
6366,3616,"SAND, GRVL, SiO2",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.9201982,-34.5806285
6367,7967,SHA,SHA,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.8500422,-34.5807195
6368,7969,CLAY,CLAY,OCCURRENCE,Ceased,Low Significance,REGO,138.8113232,-34.5815635
6369,7950,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,138.6121693,-34.5817045
6370,8154,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,REGO,135.8158007,-34.5818744
6371,7724,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,138.7561442,-34.5823635
6372,3613,"SAND, GRVL",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.9186862,-34.5824575
6373,11013,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4042301,-34.5826345
6374,11076,"Zn, Pb",Zn,OCCURRENCE,Not worked,Low Significance,IRSU,139.1894972,-34.3402965
6375,1637,BAR,BAR,OCCURRENCE,Abandoned,Low Significance,QBAU,139.0997042,-34.3404615
6376,9059,U,U,OCCURRENCE,Not worked,Low Significance,SAND,140.0754439,-35.8569645
6377,4979,GYPS,GYPS,OCCURRENCE,Not worked,Low Significance,EVAP,137.6556663,-35.8592884
6378,10397,SAND,SAND,PROSPECT,Seasonal,Low Significance,SAND,140.8826028,-35.8598336
6379,10476,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,137.6467733,-35.8615574
6380,7553,PEAT,PEAT,DEPOSIT,Seasonal,Low Significance,PEAT,140.3337688,-37.6641226
6381,8222,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,140.6414707,-37.6678926
6382,8400,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,140.5599377,-37.6689686
6383,7590,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,140.4368717,-37.6740336
6384,8388,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,140.6755577,-37.6776356
6385,7551,SGRT,SGRT,DEPOSIT,Seasonal,Low Significance,GRIT,140.2936148,-37.6778596
6386,8389,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,140.6847357,-37.6794636
6387,7924,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.4751277,-37.6799686
6388,7923,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.4842097,-37.6829926
6389,8574,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,140.4530057,-37.6851056
6390,7922,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.6138067,-37.6891666
6391,11780,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.1857838,-34.3813276
6392,8851,"Pb, Cu, Zn",Pb,OCCURRENCE,Not worked,Low Significance,CASI,139.1887922,-34.3817225
6393,11195,GYPS,GYPS,OCCURRENCE,Not worked,Low Significance,GPSM,139.6907251,-34.3819205
6394,3609,QTZE,QTZE,OCCURRENCE,Rehabilitated,Low Significance,QTZT,138.9548222,-34.4995725
6395,7700,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,138.3861643,-34.4998135
6396,3647,"MARB, DOL",MARB,PROSPECT,Abandoned,Low Significance,DLOM,138.8779252,-34.5000645
6397,1700,PHOS,PHOS,OCCURRENCE,Rehabilitated,Low Significance,RESI,139.0348502,-34.5002555
6398,3721,"Cu, DOL",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8775782,-34.5008695
6399,11093,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.8810292,-34.5013495
6400,341,"SAND, GRVL",SAND,DEPOSIT,Rehabilitated,Locally Significant,SAND,135.7312397,-34.5016924
6401,11283,"CALI, CLAY",CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.8428351,-34.5029675
6402,1760,MARB,MARB,PROSPECT,Care/ Maintenance,Locally Significant,MARB,139.0333672,-34.5031165
6403,11260,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,135.8410317,-34.5039864
6404,3451,QTZE,QTZE,DEPOSIT,Active Mine,Locally Significant,QTZT,138.6779882,-34.7894245
6405,1871,"OCR, Au, FEORE",OCR,OCCURRENCE,Abandoned,Low Significance,IRSU,138.9695212,-34.7895785
6406,3332,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.6893672,-34.8339455
6407,3319,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.7495312,-34.8348535
6408,8720,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,139.3291071,-34.8348865
6409,8721,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4598071,-34.8354865
6410,5808,CLAY,CLAY,PROSPECT,Rehabilitated,Low Significance,REGO,138.7920182,-34.8357125
6411,3445,"QTZE, SDST",QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.7284052,-34.8358275
6412,11205,U,U,OCCURRENCE,Not worked,Low Significance,GNSS,138.8059872,-34.8360865
6413,3378,QTZE,QTZE,OCCURRENCE,Rehabilitated,Low Significance,QTZT,138.7279742,-34.8370765
6414,11204,U,U,OCCURRENCE,Not worked,Low Significance,GNSS,138.8014672,-34.8370965
6415,5779,"TALC, AB",TALC,OCCURRENCE,Care/ Maintenance,Locally Significant,MTHH,138.9108302,-34.8381695
6416,5899,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8008902,-34.8483245
6417,5871,Au,Au,TREATMENT SITE,Recreation,Low Significance,,138.9674902,-34.8486825
6418,1511,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,MTHH,138.9964112,-34.8489095
6419,5886,CLAY,CLAY,PROSPECT,Not worked,Locally Significant,REGO,138.7770532,-34.8490335
6420,1534,"Au, GRNT",Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1471282,-34.8491925
6421,6856,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1511512,-34.8493775
6422,3333,"SAND, GRVL",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.7186372,-34.8498505
6423,1507,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1494992,-34.8498935
6424,1530,Au,Au,OCCURRENCE,Rehabilitated,Low Significance,VEIN,139.1505862,-34.8501805
6425,3726,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8247252,-34.6586255
6426,3556,Au,Au,OCCURRENCE,Recreation,Low Significance,VEIN,138.8245752,-34.6589655
6427,3546,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,138.8416882,-34.6591885
6428,235,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,CASI,135.7162917,-34.8647954
6429,5041,"GARN, Au",GARN,OCCURRENCE,Not worked,Low Significance,SAND,135.7130127,-34.8652204
6430,11473,BAR,BAR,OCCURRENCE,Abandoned,Low Significance,QBAU,138.7359152,-34.8655465
6431,5818,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7781142,-34.8656705
6432,10279,"DOL, QTZE",DOL,PROSPECT,Not worked,Low Significance,DLOM,138.7409202,-34.8658865
6433,225,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,135.7511177,-34.6772394
6434,11242,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,139.8173151,-34.6776905
6435,3689,RT,RT,OCCURRENCE,Abandoned,Low Significance,SCHT,138.9170702,-34.6783885
6436,10639,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,139.0715742,-34.6785505
6437,11411,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.9009852,-34.6791055
6438,3697,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.8463722,-34.6813545
6439,3589,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.8968132,-34.6820705
6440,11775,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.2865307,-34.5064501
6441,7596,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,140.535827,-34.5067046
6442,8734,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.9256072,-34.5071865
6443,11272,"Cu, Au, Fe",Cu,DEPOSIT,Not worked,Significant to SA,MGTM,137.8708404,-34.5376924
6444,10765,LSND,LSND,OCCURRENCE,Not worked,Low Significance,CBRK,135.2017078,-34.5378863
6445,5161,"FEORE, OCR",FEORE,OCCURRENCE,Abandoned,Low Significance,SAPT,137.8853064,-34.5380494
6446,1679,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,139.2160242,-34.5382915
6447,8901,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,138.6441463,-34.5390425
6448,1677,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,139.2286452,-34.5391965
6449,9450,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,139.6293081,-34.5392125
6450,5105,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.8857984,-34.5396604
6451,4795,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,138.6123823,-34.5399675
6452,8153,GRNT,GRNT,DEPOSIT,Ceased,Low Significance,GRNT,135.8986497,-34.5399914
6453,7975,"SHA, CLAY",SHA,DEPOSIT,Active Mine,Locally Significant,REGO,138.7476702,-34.8389665
6454,5809,SHA,SHA,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.7679702,-34.8390685
6455,8700,"SAND, CALI, CLAY",SAND,OCCURRENCE,Abandoned,Low Significance,SAND,139.2220071,-34.9014865
6456,8654,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5465903,-34.9016035
