,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE
266,11146,CLAY,CLAY,OCCURRENCE,Seasonal,Low Significance,CLYS,140.1890474,-28.5336365
267,11135,CLAY,CLAY,OCCURRENCE,Seasonal,Low Significance,CLYS,138.7114006,-28.5653924
268,11225,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,135.9629989,-28.5696683
269,7030,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,135.9777099,-28.5761193
270,10038,HMIN,HMIN,DEPOSIT,Not worked,Locally Significant,SAND,128.7335078,-28.8283572
271,131,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.5938821,-28.8300683
272,133,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.6179501,-28.8355543
273,134,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.6219951,-28.8509103
274,101,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.5013101,-28.8545793
275,11678,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,140.1590784,-28.8553785
276,5353,EPS,EPS,OCCURRENCE,Not worked,Low Significance,REGO,134.8841631,-28.8592073
277,8212,SAND,SAND,DEPOSIT,Seasonal,Locally Significant,SAND,135.579919,-29.0069883
278,111,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6261461,-29.0082433
279,149,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.7651691,-29.0091903
280,114,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.6866291,-29.0108533
281,151,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.7934001,-29.0119453
282,7029,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,135.9715029,-28.5772363
283,7016,"Cu, U",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,135.9607879,-28.5778063
284,7009,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,136.0042269,-28.6083593
285,11136,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,SILC,138.6998466,-28.6281694
286,5348,EPS,EPS,OCCURRENCE,Not worked,Low Significance,REGO,134.9438801,-28.6419093
287,5343,EPS,EPS,OCCURRENCE,Not worked,Low Significance,REGO,134.8563241,-28.6481293
288,5344,EPS,EPS,OCCURRENCE,Not worked,Low Significance,REGO,134.8680951,-28.6586553
289,5345,EPS,EPS,OCCURRENCE,Not worked,Low Significance,REGO,134.9099901,-28.6609093
290,5347,EPS,EPS,OCCURRENCE,Not worked,Low Significance,REGO,134.9395881,-28.6634003
291,5350,EPS,EPS,OCCURRENCE,Not worked,Low Significance,REGO,134.9792801,-28.6694543
292,5346,EPS,EPS,OCCURRENCE,Not worked,Low Significance,REGO,134.9261781,-28.6955493
293,10529,SIS,SIS,PROSPECT,Not worked,Low Significance,SAND,138.6388286,-28.7114234
294,7862,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,140.0936974,-28.7121245
295,8799,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,140.0518824,-28.7169825
296,7036,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,136.1854289,-28.7192623
297,10039,HMIN,HMIN,DEPOSIT,Not worked,Locally Significant,SAND,128.7541138,-28.7832652
298,5349,EPS,EPS,OCCURRENCE,Not worked,Low Significance,REGO,134.968043,-28.8038323
299,5355,Fe,Fe,PROSPECT,Not worked,Low Significance,QMTU,133.9128492,-28.8057393
300,11226,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,136.1206629,-28.8106533
301,9497,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.4257971,-28.8148523
302,130,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.5503751,-28.8172933
303,129,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.5257761,-28.8176603
304,132,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6531551,-28.8260083
305,100,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.4230451,-28.8269363
306,8437,"Cu, Pb, REE, Zn",Cu,OCCURRENCE,Not worked,Low Significance,SKRN,135.360381,-28.9123523
307,7022,EPS,EPS,OCCURRENCE,Not worked,Low Significance,REGO,135.163039,-28.9134573
308,7021,EPS,EPS,OCCURRENCE,Not worked,Low Significance,REGO,135.086291,-28.9145683
309,8211,GRVL,GRVL,OCCURRENCE,Seasonal,Low Significance,GRVL,134.7898921,-28.9254873
310,4999,"DOL, Mg",DOL,PROSPECT,Not worked,Locally Significant,DLOM,137.2432858,-28.9294684
311,138,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6709531,-28.9309183
312,105,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6091771,-28.9374503
313,139,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6667841,-28.9512173
314,106,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.5425931,-28.9558163
315,109,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6124781,-28.9602503
316,107,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.5112701,-28.9636663
317,140,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6934071,-28.9711363
318,108,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.5298921,-28.9761883
319,141,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.7004661,-28.9838063
320,10218,S,S,OCCURRENCE,Not worked,Low Significance,CLYS,137.7379397,-28.9839594
321,142,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6941231,-28.9939013
322,110,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6485771,-28.9983033
323,148,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.7602571,-29.0019613
324,143,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.7000021,-29.0023993
325,112,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6411631,-29.0047823
326,4474,DOL,DOL,OCCURRENCE,Not worked,Low Significance,DLOM,137.2668168,-29.0052364
327,8231,"SLST, GRVL",SLST,OCCURRENCE,Abandoned,Low Significance,SLST,140.8264853,-28.3232055
328,9784,GAS,GAS,PROSPECT,Not worked,Locally Significant,SHLE,140.5998614,-28.3406445
329,154,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.7846411,-29.0272753
330,117,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.7445881,-29.0276553
331,123,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.6470261,-29.0278863
332,119,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.7610091,-29.0321993
333,155,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.7984941,-29.0327123
334,10899,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.5997781,-29.0340663
335,118,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.7765251,-29.0346803
336,121,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.6824341,-29.0351953
337,9633,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.8754052,-29.0379203
338,122,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.6623951,-29.0387573
339,120,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.7394251,-29.0389283
340,156,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.7964411,-29.0389543
341,157,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.8144011,-29.0390533
342,4472,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.0308768,-29.0412584
343,124,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.6561881,-29.0522793
344,7867,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,140.0195584,-29.0523165
345,125,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.7003391,-29.0587043
346,127,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.7979281,-29.0593373
347,126,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.7532521,-29.0606793
348,158,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.8718891,-29.0623163
349,8438,"Zn, Cu",Zn,OCCURRENCE,Not worked,Low Significance,MARK,135.012645,-29.0721423
350,128,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.7650201,-29.0750793
351,11137,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,CLYR,138.4423866,-29.1022514
352,9632,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.6971122,-29.1125663
353,80,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.1443488,-29.3243134
354,9631,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,134.0995401,-29.3268793
355,11522,"U, Th",U,OCCURRENCE,Not worked,Low Significance,SAND,133.2051283,-29.3341183
356,8308,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.360517,-29.3344843
357,8377,COAL,COAL,DEPOSIT,Not worked,Locally Significant,COAL,134.6476991,-29.3462393
358,10193,U,U,OCCURRENCE,Not worked,Low Significance,SAND,139.3478705,-29.5945455
359,11151,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,SLST,139.5119854,-29.5952415
360,7863,"SAND, SDST",SAND,OCCURRENCE,Seasonal,Low Significance,SAND,139.9349974,-29.6001945
361,11511,PALY,PALY,OCCURRENCE,Not worked,Low Significance,CLYS,134.0630181,-29.6016853
362,9896,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,135.7045319,-29.6020563
363,3059,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,TCTO,133.5820932,-29.6026673
364,9407,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.912239,-29.1301503
365,99,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.4798231,-29.1357583
366,3758,"Fe, Cu",Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.044225,-29.1623943
367,9786,GAS,GAS,PROSPECT,Not worked,Locally Significant,SHLE,140.1435554,-29.1690125
368,9074,V,V,OCCURRENCE,Not worked,Low Significance,LATR,130.1847947,-29.1817092
369,9461,"Th, REE",Th,OCCURRENCE,Not worked,Low Significance,MTHH,134.898489,-29.1885373
370,11180,CLAY,CLAY,OCCURRENCE,Seasonal,Low Significance,CLYS,140.0955694,-29.1914765
371,9630,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,134.2523951,-29.2112173
372,9462,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,134.6191371,-29.2146593
373,8356,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,134.6357331,-29.2347423
374,8320,Fe,Fe,OCCURRENCE,Not worked,Low Significance,MGTM,134.2378051,-29.2351243
375,199,GRVL,GRVL,DEPOSIT,Seasonal,Low Significance,GRVL,134.4764821,-29.2471203
376,8855,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,134.4702891,-29.2507063
377,8738,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.933623,-29.2548073
378,9549,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,131.1787655,-29.2621522
379,9405,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.977877,-29.2681803
380,168,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.990781,-29.2729483
381,9406,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.97839,-29.2771153
382,84,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.7394448,-29.2843674
383,159,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.939361,-29.2986743
384,3049,"Fe, Au, Cu",Fe,DEPOSIT,Active Mine,Significant to SA,MGTM,135.123458,-29.2987163
385,9454,U,U,OCCURRENCE,Not worked,Low Significance,OTGN,135.126566,-29.3080153
386,83,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.9666918,-29.3214564
387,11138,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,CLYR,138.3544376,-29.3221914
388,144,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.7107401,-29.0126943
389,9915,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,133.1723263,-29.0129573
390,150,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.7754271,-29.0137213
391,113,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6572451,-29.0162873
392,145,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.7292261,-29.0163613
393,152,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.7897971,-29.0164523
394,146,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.7340351,-29.0177973
395,3757,"Fe, GNSS",Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.221823,-29.3639223
396,11148,CLAY,CLAY,OCCURRENCE,Seasonal,Low Significance,CLYS,140.0174074,-29.3723785
397,8309,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.363748,-29.3741873
398,8434,PTM,PTM,OCCURRENCE,Not worked,Low Significance,SKRN,134.909328,-29.3764573
399,11139,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,138.2663376,-29.3810634
400,8739,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.994546,-29.3812723
401,8357,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.001039,-29.3828063
402,8623,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,130.0408217,-29.3850612
403,3760,Fe,Fe,DEPOSIT,Not worked,Locally Significant,MGTM,135.03948,-29.3907433
404,167,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.86271,-29.3981073
405,86,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.4809767,-29.4086894
406,147,"OPAL, ALU",OPAL,DEPOSIT,Seasonal,Significant to SA,OPAL,134.7414411,-29.0183703
407,115,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6788841,-29.0207453
408,116,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6999311,-29.0221483
409,153,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.7938011,-29.0238763
410,4471,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.9943358,-29.0258354
411,3050,Au,Au,DEPOSIT,Not worked,Low Significance,TCTO,133.7825402,-29.6202523
412,11442,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.8723652,-29.6219583
413,8360,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTM,135.484458,-29.6228973
414,10838,Au,Au,DEPOSIT,Not worked,Locally Significant,VEIN,133.7342222,-29.6297423
415,9458,Fe,Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.431101,-29.6336403
416,161,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.485756,-29.6349853
417,3267,Au,Au,DEPOSIT,Not worked,Low Significance,TCTO,133.7265792,-29.6350683
418,11184,Cu,Cu,OCCURRENCE,Not worked,Low Significance,FBRC,135.5975179,-29.6356863
419,8744,COAL,COAL,OCCURRENCE,Ceased,Low Significance,COAL,134.7318151,-29.6380413
420,10707,OCR,OCR,OCCURRENCE,Recreation,Low Significance,CLYS,137.6746537,-29.6392124
421,11794,Fe,Fe,PROSPECT,Not worked,Locally Significant,BIFM,135.2754187,-29.4233617
422,11248,U,U,OCCURRENCE,Not worked,Low Significance,SAND,139.1775295,-29.4271955
423,11176,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,138.2406246,-29.4341114
424,8293,"Zn, Fe",Zn,OCCURRENCE,Not worked,Low Significance,QMTU,135.440877,-29.4344243
425,11183,Cu,Cu,OCCURRENCE,Not worked,Low Significance,FBRC,135.5695079,-29.4366863
426,81,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.1173488,-29.4375224
427,11793,Fe,Fe,PROSPECT,Not worked,Locally Significant,BIFM,135.2765524,-29.4422673
428,8208,"SAND, SiO2",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,134.4181021,-29.4443973
429,4140,COAL,COAL,DEPOSIT,Not worked,Locally Significant,COAL,134.4850591,-29.4449883
430,8435,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,135.123753,-29.4513423
431,4480,"CELES, BAR",CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.2752967,-29.4533394
432,90,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.8328948,-29.4679104
433,8213,GRNT,GRNT,OCCURRENCE,Care/ Maintenance,Low Significance,GRNT,135.179777,-29.4681553
434,3759,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.33005,-29.4690413
435,98,GRNT,GRNT,DEPOSIT,Care/ Maintenance,Locally Significant,GRNT,135.148529,-29.4700893
436,4481,"CELES, BAR",CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.3189467,-29.4724774
437,11539,U,U,OCCURRENCE,Not worked,Low Significance,SAND,133.1540823,-29.4772933
438,91,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.9003428,-29.4797754
439,4479,"CELES, BAR",CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.2746857,-29.4818514
440,92,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.8600038,-29.4844064
441,93,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.8637728,-29.4868074
442,11279,CELES,CELES,OCCURRENCE,Not worked,Low Significance,CBSD,139.7587074,-29.4931865
443,4473,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.3909057,-29.4960824
444,3010,"Fe, REE",Fe,DEPOSIT,Care/ Maintenance,Locally Significant,METL,135.382682,-29.5896743
445,3065,PALY,PALY,OCCURRENCE,Not worked,Low Significance,CLYS,133.7242842,-29.5920563
446,11154,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,SLST,139.2815595,-29.5932285
447,3039,Au,Au,PROSPECT,Not worked,Low Significance,TCTO,134.0912231,-29.6856283
448,3025,"Fe, Cu",Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.455307,-29.6868973
449,9159,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,MSOM,135.392056,-29.6879113
450,9125,DIA,DIA,OCCURRENCE,Not worked,Low Significance,GRVL,139.3329845,-29.6897335
451,11302,U,U,OCCURRENCE,Not worked,Low Significance,SDST,138.9741575,-29.6975304
452,3052,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,134.4017841,-29.7011293
453,3089,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,134.0870071,-29.7012113
454,9460,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,135.5234049,-29.7038823
455,89,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.8525068,-29.4974144
456,8358,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.248651,-29.5017093
457,11300,"U3O8, U",U3O8,DEPOSIT,Not worked,Locally Significant,SDST,138.7098755,-29.5037734
458,11149,GRVL,GRVL,OCCURRENCE,Seasonal,Low Significance,GRVL,139.8973754,-29.5089285
459,8883,OSH,OSH,OCCURRENCE,Not worked,Low Significance,OISH,134.2777391,-29.5126153
460,11512,PALY,PALY,OCCURRENCE,Not worked,Low Significance,CLYS,133.8871802,-29.5149563
461,4478,"CELES, BAR",CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.0625178,-29.5184004
462,11303,U,U,OCCURRENCE,Not worked,Low Significance,SDST,138.6822905,-29.5375764
463,3026,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,134.0255171,-29.5401553
464,4476,"DOL, Mg",DOL,PROSPECT,Not worked,Locally Significant,DLOM,137.4814377,-29.5413404
465,9078,COAL,COAL,DEPOSIT,Not worked,Locally Significant,LIGN,132.9902903,-29.5457633
466,8941,U,U,OCCURRENCE,Not worked,Low Significance,SAND,139.4517844,-29.5506805
467,9357,"Ni, Cr",Ni,OCCURRENCE,Not worked,Low Significance,MTHH,133.4623822,-29.5528793
468,11456,Cu,Cu,OCCURRENCE,Not worked,Low Significance,SKRN,135.447706,-29.5573693
469,88,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.3303797,-29.5587294
470,3028,"Au, Ag",Au,OCCURRENCE,Not worked,Low Significance,MTHH,134.0641041,-29.5627053
471,11325,"Cu, REE",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,135.39089,-29.5654093
472,11150,GRVL,GRVL,OCCURRENCE,Seasonal,Low Significance,GRVL,139.7987874,-29.5673165
473,3027,Au,Au,DEPOSIT,Not worked,Low Significance,MTHH,134.0256241,-29.5796293
474,11153,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,139.3317055,-29.5801485
475,11301,"U3O8, U",U3O8,PROSPECT,Not worked,Locally Significant,SDST,138.7080445,-29.5849344
476,3069,Au,Au,DEPOSIT,Not worked,Locally Significant,VEIN,134.0175461,-29.5853993
477,11152,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,SLST,139.4880334,-29.5873035
478,11510,PALY,PALY,DEPOSIT,Not worked,Low Significance,CLYS,134.0087331,-29.6403663
479,9079,COAL,COAL,OCCURRENCE,Not worked,Low Significance,LIGN,133.1823783,-29.6403833
480,9356,U,U,OCCURRENCE,Not worked,Low Significance,MDST,139.6860464,-29.6472345
481,9840,"V, Fe, Ti",V,OCCURRENCE,Not worked,Low Significance,MINT,135.5271519,-29.6493573
482,10503,"SAND, GRVL",SAND,OCCURRENCE,Not worked,Low Significance,SAND,137.6391937,-29.6493944
483,9457,"Cu, PTM",Cu,OCCURRENCE,Not worked,Low Significance,BREC,135.6163289,-29.6514103
484,8359,Fe,Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.377152,-29.6548333
485,9459,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,135.400203,-29.6572023
486,164,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.27158,-29.6651093
487,8291,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTM,135.436094,-29.6654823
488,3001,"Fe, Au, Cu, U",Fe,PROSPECT,Not worked,Locally Significant,MGTM,135.391986,-29.6699523
489,163,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.278417,-29.6713223
490,9956,HMIN,HMIN,DEPOSIT,Not worked,Low Significance,SAND,132.0521354,-29.6758053
491,11370,Au,Au,OCCURRENCE,Abandoned,Low Significance,BREC,137.5035607,-29.6802214
492,4451,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.4954577,-29.6833724
493,11768,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,137.2835837,-29.6854424
494,97,"GRNT, FEST",GRNT,DEPOSIT,Seasonal,Locally Significant,GRNT,134.7989661,-29.4133933
495,11459,Fe,Fe,OCCURRENCE,Not worked,Low Significance,SKRN,134.8167277,-29.4134569
496,11792,Fe,Fe,PROSPECT,Not worked,Low Significance,BIFM,135.23076,-29.4145114
497,82,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.1205248,-29.4167214
498,11460,Fe,Fe,OCCURRENCE,Not worked,Low Significance,BIFM,135.080778,-29.4187563
499,8328,"Fe, Au",Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.1294881,-29.4202892
500,8210,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,134.7945501,-29.4207353
501,85,CELES,CELES,OCCURRENCE,Not worked,Low Significance,IRSU,137.5596167,-29.4222664
502,10911,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.5683827,-29.7249094
503,9848,Cu,Cu,OCCURRENCE,Not worked,Low Significance,FBRC,135.5956009,-29.7282153
504,9847,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,FBRC,135.6336609,-29.7296633
505,9897,Zn,Zn,OCCURRENCE,Not worked,Low Significance,TCTO,135.8029339,-29.7305493
506,11434,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.8671526,-29.7314384
507,203,RHYO,RHYO,DEPOSIT,Not worked,Locally Significant,RHYO,134.7031301,-29.7316593
508,4448,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.9103766,-29.7325974
509,11365,"Cr, Ni",Cr,OCCURRENCE,Not worked,Low Significance,REGO,133.9298642,-29.7351383
510,3259,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,133.4658122,-29.7351923
511,11431,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.9071856,-29.7409934
512,10365,DIA,DIA,OCCURRENCE,Not worked,Low Significance,ALLV,138.0659036,-29.7421294
513,4455,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.9246876,-29.7425954
514,9849,"Zn, Cu, Pb",Zn,OCCURRENCE,Not worked,Low Significance,VOLC,135.9307479,-29.7431583
515,11432,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.9084896,-29.7432204
516,9360,"Cu, Au, U",Cu,OCCURRENCE,Not worked,Low Significance,BREC,135.6375799,-29.7443093
517,4445,Cu,Cu,OCCURRENCE,Not worked,Low Significance,ARGL,137.9799286,-29.7467864
518,9361,"Cu, Au, U",Cu,OCCURRENCE,Not worked,Low Significance,BREC,135.6298389,-29.7468283
519,11433,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.9036516,-29.7469294
520,4457,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.8622506,-29.7482144
521,10910,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.9245606,-29.7486504
522,11443,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.7623612,-29.7500203
523,4447,Cu,Cu,DEPOSIT,Abandoned,Locally Significant,MTHH,137.9976806,-29.7506634
524,10706,OCR,OCR,OCCURRENCE,Recreation,Low Significance,CLYS,138.2299436,-29.7526124
525,11579,"Pb, Ag, Zn",Pb,OCCURRENCE,Abandoned,Low Significance,TCTO,139.2365335,-29.7930485
